	Domain	Group	Clade	Kingdom	Subkingdom	Division	Subdivision	Class	Order	Family	Genus	Species
Seifertia_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Melanommataceae	Seifertia	unidentified
Camarophyllus_impurus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Camarophyllus	Camarophyllus_impurus
Inocybe_viscata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_viscata
Thedgonia_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Thedgonia	unidentified
Amanita_torrendii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_torrendii
Phialophora_avicenniae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora_avicenniae
Austrogautieria_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Gomphales	Gomphaceae	Austrogautieria	unidentified
Russula_cascadensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_cascadensis
Russula_pallidospora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pallidospora
Phaeosphaeria_oryzae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_oryzae
Parastagonospora_phoenicicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	Parastagonospora_phoenicicola
Neosulcatispora_strelitziae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosulcatispora	Neosulcatispora_strelitziae
Didymocyrtis_cladoniicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Didymocyrtis	Didymocyrtis_cladoniicola
Phaeosphaeria_podocarpi	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_podocarpi
Phaeosphaeria_acaciae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_acaciae
Phaeosphaeria_ampeli	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_ampeli
Phaeosphaeria_lunariae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_lunariae
Phaeosphaeria_poagena	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_poagena
Botryobasidium_obtusisporum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	Botryobasidium_obtusisporum
Pilobolus_longipes	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Mucoromycota	Subdivision	Mucoromycetes	Mucorales	Pilobolaceae	Pilobolus	Pilobolus_longipes
Pilobolus_roridus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Mucoromycota	Subdivision	Mucoromycetes	Mucorales	Pilobolaceae	Pilobolus	Pilobolus_roridus
Peniophora_lycii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_lycii
Peniophora_laxitexta	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_laxitexta
Peniophora_incarnata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_incarnata
Peniophora_molesta	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_molesta
Peniophoraceae_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	unidentified	unidentified
Peniophora_erikssonii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_erikssonii
Peniophora_albobadia	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_albobadia
Peniophora_versiformis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_versiformis
Peniophora_cinerea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_cinerea
Peniophora_pseudoversicolor	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_pseudoversicolor
Peniophora_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	unidentified
Peniophora_polygonia	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_polygonia
Sterellum_rufum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Sterellum	Sterellum_rufum
Peniophora_parvocystidiata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_parvocystidiata
Peniophora_duplex	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_duplex
Peniophora_pithya	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_pithya
Peniophora_rufomarginata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_rufomarginata
Entomocorticium_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Entomocorticium	unidentified
Peniophora_laeta	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_laeta
Peniophora_malaiensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_malaiensis
Duportella_lassa	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Corticiales	Corticiaceae	Duportella	Duportella_lassa
Peniophora_borbonica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_borbonica
Peniophora_meridionalis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_meridionalis
Peniophora_pseudopini	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_pseudopini
Peniophora_exima	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_exima
Peniophora_aurantiaca	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_aurantiaca
Peniophora_crassitunicata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_crassitunicata
Peniophora_pilatiana	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_pilatiana
Derxomyces_mrakii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_mrakii
Derxomyces_nakasei	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_nakasei
Derxomyces_yunnanensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_yunnanensis
Derxomyces_amylogenes	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_amylogenes
Derxomyces_hainanensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_hainanensis
Derxomyces_wuzhishanensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_wuzhishanensis
Derxomyces_boninensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_boninensis
Derxomyces_pseudocylindricus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_pseudocylindricus
Derxomyces_pseudohuiaensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_pseudohuiaensis
Derxomyces_waltii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_waltii
Derxomyces_boekhoutii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_boekhoutii
Derxomyces_huiaensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_huiaensis
Derxomyces_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	unidentified
Oxydothis_garethjonesii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Oxydothis	Oxydothis_garethjonesii
Coccomyces_sinensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Leotiomycetes	Rhytismatales	Rhytismataceae	Coccomyces	Coccomyces_sinensis
Coccomyces_multangularis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Leotiomycetes	Rhytismatales	Rhytismataceae	Coccomyces	Coccomyces_multangularis
Coccomyces_radiatus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Leotiomycetes	Rhytismatales	Rhytismataceae	Coccomyces	Coccomyces_radiatus
Aphanobasidium_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Radulomycetaceae	Aphanobasidium	unidentified
Efibulobasidium_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Sebacinales	Sebacinaceae	Efibulobasidium	unidentified
Togniniella_microspora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Calosphaeriales	Calosphaeriaceae	Togniniella	Togniniella_microspora
Absidia_macrospora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Mucoromycota	Subdivision	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia_macrospora
Absidia_californica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Mucoromycota	Subdivision	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia_californica
Inocybe_latericia	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_latericia
Inocybe_geraniodora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_geraniodora
Tracylla_aristata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Tracylla	Tracylla_aristata
Hyaloscypha_albohyalina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha_albohyalina
Arbusculina_fragmentans	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Leotiomycetes	Helotiales	Hyaloscyphaceae	Arbusculina	Arbusculina_fragmentans
Rhamphoria_pyriformis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Rhamphoria	Rhamphoria_pyriformis
Xylomyces_aquaticus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Jahnulales	Aliquandostipitaceae	Xylomyces	Xylomyces_aquaticus
Vargamyces_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Vargamyces	unidentified
Rhodocollybia_butyracea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	Rhodocollybia_butyracea
Pseudomarasmius_glabrocystidiatus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Omphalotaceae	Pseudomarasmius	Pseudomarasmius_glabrocystidiatus
Pseudomarasmius_nidus-avis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Omphalotaceae	Pseudomarasmius	Pseudomarasmius_nidus-avis
Rhodocollybia_incarnata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	Rhodocollybia_incarnata
Rhodocollybia_pandipes	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	Rhodocollybia_pandipes
Rhodocollybia_olivaceogrisea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	Rhodocollybia_olivaceogrisea
Rhodocollybia_purpurata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	Rhodocollybia_purpurata
Triposporium_cycadicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Triposporium	Triposporium_cycadicola
Pezicula_alnicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Leotiomycetes	Helotiales	Dermateaceae	Pezicula	Pezicula_alnicola
Cryptodiscus_tabularum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Lecanoromycetes	Ostropales	Stictidaceae	Cryptodiscus	Cryptodiscus_tabularum
Tuber_wenchuanense	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_wenchuanense
Tuber_quercicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_quercicola
Tuber_candidum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_candidum
Phaeocollybia_radicata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Cortinariaceae	Phaeocollybia	Phaeocollybia_radicata
Oberwinklerozyma_yarrowii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Oberwinklerozyma	Oberwinklerozyma_yarrowii
Oberwinklerozyma_silvestris	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Oberwinklerozyma	Oberwinklerozyma_silvestris
Oberwinklerozyma_straminea	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Oberwinklerozyma	Oberwinklerozyma_straminea
Mycena_epipterygia	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_epipterygia
Mycena_inclinata	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_inclinata
Mycena_belliarum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_belliarum
Hebeloma_leucosarx	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_leucosarx
Hymenoscyphus_menthae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	Hymenoscyphus_menthae
Hymenoscyphus_waikaia	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	Hymenoscyphus_waikaia
Hymenoscyphus_aurantiacus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	Hymenoscyphus_aurantiacus
Amylocarpus_encephaloides	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Amylocarpus	Amylocarpus_encephaloides
Hymenoscyphus_repandus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	Hymenoscyphus_repandus
Hymenoscyphus_peruni	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	Hymenoscyphus_peruni
Candida_palmyrensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_palmyrensis
Candida_gosingica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_gosingica
Candida_dajiaensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_dajiaensis
Barnettozyma_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Barnettozyma	unidentified
Calongea_prieguensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Pezizaceae	Calongea	Calongea_prieguensis
Antrodia_hyalina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia	Antrodia_hyalina
Neocladophialophora_quercina	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Neocladophialophora	Neocladophialophora_quercina
Calostoma_retisporum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Boletales	Calostomataceae	Calostoma	Calostoma_retisporum
Armillaria_puiggarii	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria_puiggarii
Tremella_phaeophysciae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella_phaeophysciae
Piskurozyma_taiwanensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Filobasidiales	Piskurozymaceae	Piskurozyma	Piskurozyma_taiwanensis
Piskurozyma_silvicola	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Filobasidiales	Piskurozymaceae	Piskurozyma	Piskurozyma_silvicola
Piskurozyma_cylindrica	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Tremellomycetes	Filobasidiales	Piskurozymaceae	Piskurozyma	Piskurozyma_cylindrica
Phellinus_rhamni	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	Phellinus_rhamni
Phellinus_mori	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	Phellinus_mori
Phellinus_spiculosus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	Phellinus_spiculosus
Clitocybe_trulliformis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Basidiomycota	Subdivision	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	Clitocybe_trulliformis
Penicillium_lignorum	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_lignorum
Anaeromyces_sp	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Neocallimastigomycota	Subdivision	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Anaeromyces	unidentified
Anaeromyces_mucronatus	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Neocallimastigomycota	Subdivision	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Anaeromyces	Anaeromyces_mucronatus
Oontomyces_anksri	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Neocallimastigomycota	Subdivision	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Oontomyces	Oontomyces_anksri
Houjia_yanglingensis	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Houjia	Houjia_yanglingensis
Rhynchostoma_proteae	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Eurotiomycetes	Chaetothyriales	Rhynchostomataceae	Rhynchostoma	Rhynchostoma_proteae
Otidea_platyspora	Eukaryota	Opisthokonta	Nucletmycea	Fungi	Subkingdom	Ascomycota	Subdivision	Pezizomycetes	Pezizales	Pyronemataceae	Otidea	Otidea_platyspora
